	cluster	instances	deposits	length
6441	['535']	3	1	1
6442	['VRB']	3	3	1
6443	['NGI']	3	2	1
6444	['4AX']	3	2	1
6445	['15G']	3	2	1
6446	['0F3']	3	1	1
6447	['P2H']	3	2	1
6448	['0Y1']	3	1	1
6449	['0Y0']	3	1	1
6450	['60R']	3	1	1
6451	['P30']	3	2	1
6452	['60M']	3	2	1
6453	['LTC']	3	3	1
6454	['VG9']	3	2	1
6455	['NG1']	3	2	1
6456	['LW4']	3	1	1
6457	['60G']	3	2	1
6458	['XA1']	3	1	1
6459	['0GE']	3	3	1
6460	['1J5']	3	2	1
6461	['53W']	3	3	1
6462	['542', '72W']	3	3	2
6463	['LUO']	3	1	1
6464	['SNI']	3	1	1
6465	['X2W']	3	2	1
6466	['NJP']	3	2	1
6467	['NKD']	3	1	1
6468	['12I']	3	1	1
6469	['5RY']	3	2	1
6470	['SK8']	3	2	1
6471	['5U6']	3	2	1
6472	['NVS']	3	1	1
6473	['NRO']	3	2	1
6474	['V4Z']	3	1	1
6475	['V4O']	3	2	1
6476	['RX4']	3	2	1
6477	['NOG']	3	2	1
6478	['NN3']	3	2	1
6479	['SX1', 'RXO']	3	3	2
6480	['3R5']	3	1	1
6481	['1ML']	3	2	1
6482	['494']	3	3	1
6483	['4A6']	3	1	1
6484	['NIY']	3	2	1
6485	['NVC']	3	1	1
6486	['4ZP', '4ZM']	3	2	2
6487	['5RW']	3	2	1
6488	['49D']	3	2	1
6489	['MR0']	3	1	1
6490	['NKO']	3	2	1
6491	['1JF']	3	1	1
6492	['3QS', '4YV']	3	3	2
6493	['49E']	3	2	1
6494	['NWA']	3	2	1
6495	['RZW']	3	1	1
6496	['M05']	3	2	1
6497	['12J']	3	2	1
6498	['VPA']	3	1	1
6499	['5OP']	3	2	1
6500	['49B']	3	1	1
6501	['XBU']	3	2	1
6502	['499']	3	1	1
6503	['NUK']	3	1	1
6504	['PZM', '4AL']	3	2	2
6505	['4B7']	3	2	1
6506	['495']	3	2	1
6507	['4CA']	3	2	1
6508	['N0M', 'N0S']	3	2	2
6509	['47P']	3	1	1
6510	['Y1N']	3	2	1
6511	['CNZ', '48T']	3	2	2
6512	['UAM']	3	2	1
6513	['48Q']	3	1	1
6514	['M2T']	3	2	1
6515	['XFE']	3	2	1
6516	['OJ4']	3	1	1
6517	['N05']	3	1	1
6518	['U53']	3	1	1
6519	['P54']	3	2	1
6520	['46J', '46H']	3	2	2
6521	['P59']	3	2	1
6522	['M46']	3	2	1
6523	['RCL']	3	3	1
6524	['M43']	3	1	1
6525	['BVK', 'ZHZ', '1JZ']	3	3	3
6526	['47V']	3	3	1
6527	['3H9']	3	2	1
6528	['UBD']	3	2	1
6529	['4GA']	3	2	1
6530	['1AW']	3	1	1
6531	['ODP']	3	2	1
6532	['SLQ', 'RC8']	3	2	2
6533	['UIR']	3	3	1
6534	['15L']	3	1	1
6535	['SFS']	3	3	1
6536	['RCB']	3	2	1
6537	['4G9']	3	1	1
6538	['OK1']	3	1	1
6539	['RCC']	3	2	1
6540	['XBS', '4G0']	3	2	2
6541	['15O', '2XH']	3	2	2
6542	['4HF']	3	1	1
6543	['M7D']	3	1	1
6544	['YO5', 'XGP']	3	3	2
6545	['3H7']	3	1	1
6546	['M40']	3	2	1
6547	['U8D']	3	2	1
6548	['46X', 'E9Q']	3	2	2
6549	['5VL']	3	3	1
6550	['51O']	3	1	1
6551	['3JX']	3	2	1
6552	['0Y2']	3	1	1
6553	['MAU']	3	2	1
6554	['MAR']	3	3	1
6555	['61X']	3	1	1
6556	['P17']	3	2	1
6557	['D09', '51P']	3	3	2
6558	['SAX']	3	1	1
6559	['3JN', '3JL']	3	2	2
6560	['626']	3	2	1
6561	['606']	3	1	1
6562	['477']	3	2	1
6563	['5YI', 'YI2']	3	3	2
6564	['476', 'PB6']	3	2	2
6565	['5YC']	3	2	1
6566	['NHM']	3	3	1
6567	['46O', '8LZ']	3	2	2
6568	['61W']	3	1	1
6569	['52Q']	3	2	1
6570	['UE1']	3	2	1
6571	['P3Y']	3	2	1
6572	['UA3']	3	2	1
6573	['R8J']	3	1	1
6574	['528']	3	1	1
6575	['UCD']	3	2	1
6576	['XDS']	3	3	1
6577	['P4A']	3	2	1
6578	['P65']	3	2	1
6579	['52P']	3	3	1
6580	['SMY']	3	2	1
6581	['UFO']	3	1	1
6582	['463']	3	2	1
6583	['61V']	3	1	1
6584	['N1C']	3	3	1
6585	['0J6']	3	1	1
6586	['P99']	3	2	1
6587	['11H']	3	2	1
6588	['001']	3	1	1
6589	['BXN']	3	2	1
6590	['8ZM']	3	1	1
6591	['GQJ']	3	2	1
6592	['CP2']	3	1	1
6593	['BIN']	3	3	1
6594	['C7P']	3	3	1
6595	['9C3']	3	1	1
6596	['AQP', 'ACQ']	3	3	2
6597	['GNQ']	3	2	1
6598	['9C6']	3	1	1
6599	['EPL']	3	3	1
6600	['FIX']	3	1	1
6601	['EDM']	3	2	1
6602	['GNL']	3	2	1
6603	['1X2']	3	1	1
6604	['1WX']	3	2	1
6605	['7I1']	3	1	1
6606	['QEG', 'EEG']	3	3	2
6607	['BIH']	3	2	1
6608	['1WO']	3	2	1
6609	['CNR']	3	1	1
6610	['7GR']	3	3	1
6611	['1X4']	3	3	1
6612	['1XS']	3	2	1
6613	['CNS']	3	2	1
6614	['CO1']	3	2	1
6615	['ADM']	3	3	1
6616	['GOY']	3	2	1
6617	['C62', 'C85']	3	2	2
6618	['GQL']	3	1	1
6619	['9BV']	3	1	1
6620	['GQP']	3	2	1
6621	['5GY', '1U0']	3	2	2
6622	['FBB', 'K2T']	3	3	2
6623	['1W8']	3	2	1
6624	['BK5']	3	2	1
6625	['9E4']	3	1	1
6626	['1VX']	3	1	1
6627	['1VW']	3	1	1
6628	['99E']	3	2	1
6629	['K70']	3	1	1
6630	['99S']	3	1	1
6631	['1TB']	3	2	1
6632	['BI8']	3	2	1
6633	['Y5H', 'BI7', 'FJD']	3	3	3
6634	['EOS']	3	1	1
6635	['1YU']	3	1	1
6636	['1WC']	3	1	1
6637	['99C']	3	1	1
6638	['9J6', '9T8']	3	3	2
6639	['1UA']	3	1	1
6640	['1YS']	3	1	1
6641	['GQB']	3	1	1
6642	['ENN']	3	2	1
6643	['ENP']	3	2	1
6644	['HHD', '9AE']	3	2	2
6645	['1YC']	3	2	1
6646	['J78']	3	3	1
6647	['1YT']	3	1	1
6648	['C64']	3	1	1
6649	['EFA']	3	1	1
6650	['983']	3	1	1
6651	['C2X']	3	2	1
6652	['GZZ']	3	1	1
6653	['J2Y', 'J2V']	3	3	2
6654	['EL8']	3	1	1
6655	['ELB']	3	1	1
6656	['1MY']	3	1	1
6657	['ELK']	3	1	1
6658	['C2U']	3	3	1
6659	['96P']	3	2	1
6660	['L4J']	3	1	1
6661	['1O2']	3	3	1
6662	['705', '719']	3	2	2
6663	['8X7']	3	3	1
6664	['L4C']	3	2	1
6665	['E3D']	3	2	1
6666	['6ZD']	3	1	1
6667	['9GJ']	3	1	1
6668	['8N7']	3	1	1
6669	['FI8']	3	3	1
6670	['1PR']	3	2	1
6671	['E23']	3	2	1
6672	['GG9']	3	3	1
6673	['1NN']	3	1	1
6674	['C3E']	3	2	1
6675	['EWK']	3	1	1
6676	['1RV']	3	1	1
6677	['EVH', 'EVG']	3	2	2
6678	['6PJ']	3	2	1
6679	['97B']	3	1	1
6680	['C68', 'D6E', 'CQB']	3	3	3
6681	['958']	3	1	1
6682	['1XC']	3	2	1
6683	['FKD']	3	2	1
6684	['CQF']	3	2	1
6685	['C6M']	3	1	1
6686	['72G']	3	2	1
6687	['FIP']	3	3	1
6688	['E9D']	3	2	1
6689	['AD5']	3	2	1
6690	['72C']	3	2	1
6691	['1ON', '6M9']	3	2	2
6692	['KWT']	3	3	1
6693	['726']	3	2	1
6694	['1OD']	3	1	1
6695	['A8K']	3	2	1
6696	['94L']	3	2	1
6697	['7H9']	3	2	1
6698	['ADI']	3	2	1
6699	['67B']	3	3	1
6700	['6ZO']	3	2	1
6701	['EM4']	3	3	1
6702	['EM8']	3	1	1
6703	['FGT']	3	2	1
6704	['GRY']	3	2	1
6705	['1P8']	3	2	1
6706	['GBC', '1P3']	3	2	2
6707	['KAB']	3	3	1
6708	['BJC']	3	1	1
6709	['BJD']	3	2	1
6710	['6OZ']	3	2	1
6711	['FB1']	3	2	1
6712	['AU2']	3	1	1
6713	['2TS', 'WX5']	3	3	2
6714	['92K']	3	1	1
6715	['ECG']	3	2	1
6716	['NFT', 'HVW']	3	2	2
6717	['FDF']	3	1	1
6718	['918', 'UGI']	3	2	2
6719	['IQB']	3	3	1
6720	['91D']	3	1	1
6721	['EBE']	3	1	1
6722	['BL3']	3	2	1
6723	['CR3', '655']	3	3	2
6724	['2RG']	3	2	1
6725	['EA7']	3	1	1
6726	['FD7']	3	1	1
6727	['AU8']	3	1	1
6728	['FD8']	3	2	1
6729	['BS2']	3	1	1
6730	['RRK', '7F6']	3	2	2
6731	['FFB']	3	2	1
6732	['2SQ']	3	2	1
6733	['AV7']	3	1	1
6734	['93W']	3	2	1
6735	['AWD']	3	3	1
6736	['946']	3	1	1
6737	['KBK', 'LSX']	3	2	2
6738	['FG2']	3	1	1
6739	['BQ1']	3	1	1
6740	['2TU']	3	1	1
6741	['2TW']	3	1	1
6742	['BWG']	3	2	1
6743	['ECA']	3	2	1
6744	['BP1']	3	1	1
6745	['9FX']	3	1	1
6746	['INH']	3	3	1
6747	['7TY', '7TV']	3	2	2
6748	['IN0']	3	1	1
6749	['F3Q']	3	2	1
6750	['65W']	3	2	1
6751	['FV8']	3	1	1
6752	['EBS']	3	3	1
6753	['CRR']	3	1	1
6754	['65V']	3	1	1
6755	['FUZ']	3	1	1
6756	['65C']	3	2	1
6757	['F2E']	3	1	1
6758	['929']	3	1	1
6759	['BPX']	3	1	1
6760	['FUX']	3	2	1
6761	['SW2', '913']	3	3	2
6762	['2SW']	3	1	1
6763	['F07', 'ZO6']	3	2	2
6764	['2TN']	3	3	1
6765	['7G2']	3	1	1
6766	['2U7']	3	1	1
6767	['CSX', 'CSO']	3	2	2
6768	['2TZ']	3	1	1
6769	['FVX']	3	3	1
6770	['92V']	3	3	1
6771	['FG6']	3	1	1
6772	['2CP']	3	2	1
6773	['2V6']	3	3	1
6774	['HVQ', 'BVC']	3	2	2
6775	['F95']	3	2	1
6776	['2VU']	3	2	1
6777	['BUJ', 'BUI']	3	2	2
6778	['8X8']	3	1	1
6779	['FT6']	3	2	1
6780	['XCZ', 'FBW']	3	3	2
6781	['HZQ', 'MT0']	3	3	2
6782	['AVR']	3	3	1
6783	['63K']	3	3	1
6784	['1MT']	3	1	1
6785	['KVS']	3	3	1
6786	['BEA']	3	2	1
6787	['BF8']	3	1	1
6788	['C58']	3	1	1
6789	['CTY']	3	3	1
6790	['FCD']	3	2	1
6791	['ABV', 'CGD']	3	3	2
6792	['90C']	3	1	1
6793	['KVP']	3	2	1
6794	['BJY']	3	1	1
6795	['BJL']	3	3	1
6796	['1V2']	3	1	1
6797	['EHS']	3	2	1
6798	['CUB']	3	2	1
6799	['K7J']	3	3	1
6800	['F8Y']	3	1	1
6801	['IP5']	3	1	1
6802	['AWS']	3	3	1
6803	['CXO', '92Z']	3	2	2
6804	['2W5']	3	1	1
6805	['IP9']	3	2	1
6806	['2XA']	3	1	1
6807	['J9H']	3	2	1
6808	['9D0']	3	2	1
6809	['FEZ']	3	1	1
6810	['I63']	3	2	1
6811	['I5S']	3	3	1
6812	['93H']	3	1	1
6813	['I5A']	3	1	1
6814	['L06']	3	1	1
6815	['2WU']	3	3	1
6816	['63F']	3	2	1
6817	['FVQ']	3	2	1
6818	['F9Z']	3	2	1
6819	['BVH']	3	1	1
6820	['EDE']	3	2	1
6821	['J5H']	3	2	1
6822	['EAZ']	3	1	1
6823	['8YB']	3	2	1
6824	['FUG']	3	2	1
6825	['I4I']	3	1	1
6826	['2UQ']	3	2	1
6827	['I2C']	3	3	1
6828	['2V4']	3	2	1
6829	['H0P', 'H54', 'H0M']	3	3	3
6830	['74J', '74K', '74H']	3	3	3
6831	['9F4']	3	1	1
6832	['FMM']	3	2	1
6833	['9UW']	3	1	1
6834	['H3H']	3	1	1
6835	['KKN']	3	2	1
6836	['G8M']	3	2	1
6837	['D2Z']	3	1	1
6838	['8TC']	3	2	1
6839	['AFP']	3	2	1
6840	['8TE']	3	1	1
6841	['20L', 'A7Q']	3	2	2
6842	['6XV']	3	1	1
6843	['G10']	3	3	1
6844	['AFS']	3	2	1
6845	['CZQ']	3	1	1
6846	['9UE']	3	1	1
6847	['8SO']	3	1	1
6848	['8SP']	3	2	1
6849	['21F']	3	2	1
6850	['218']	3	2	1
6851	['CZM']	3	3	1
6852	['XQ0', '9TT']	3	2	2
6853	['8SR']	3	1	1
6854	['9U4']	3	2	1
6855	['20Y']	3	1	1
6856	['20W']	3	1	1
6857	['KJY']	3	1	1
6858	['G5P']	3	2	1
6859	['9U8']	3	1	1
6860	['9UT']	3	1	1
6861	['H3Q']	3	1	1
6862	['9UO']	3	2	1
6863	['D0Z']	3	2	1
6864	['47G', '2A9', 'BJK']	3	3	3
6865	['E6W']	3	1	1
6866	['G45']	3	1	1
6867	['FMI']	3	3	1
6868	['G4G']	3	3	1
6869	['E69']	3	1	1
6870	['FXW']	3	3	1
6871	['E6C']	3	3	1
6872	['8W4']	3	1	1
6873	['D0W']	3	2	1
6874	['9S0']	3	2	1
6875	['9S6']	3	1	1
6876	['FM6']	3	2	1
6877	['8RD']	3	1	1
6878	['6UC']	3	2	1
6879	['GWE']	3	3	1
6880	['FM5']	3	2	1
6881	['GWG', 'QPR']	3	2	2
6882	['21R']	3	1	1
6883	['8S0']	3	1	1
6884	['D13']	3	1	1
6885	['6R2']	3	2	1
6886	['235']	3	1	1
6887	['22Y']	3	1	1
6888	['FM2']	3	1	1
6889	['B01', '22U']	3	3	2
6890	['8SY']	3	1	1
6891	['25G']	3	1	1
6892	['GY3']	3	1	1
6893	['A6O']	3	2	1
6894	['D26']	3	1	1
6895	['CX8']	3	1	1
6896	['H83']	3	1	1
6897	['24Q']	3	1	1
6898	['CX6']	3	1	1
6899	['GCF']	3	1	1
6900	['6LW']	3	2	1
6901	['GCT']	3	3	1
6902	['AEN']	3	3	1
6903	['G75']	3	3	1
6904	['G97']	3	2	1
6905	['KLV', 'MUX']	3	2	2
6906	['6H1']	3	1	1
6907	['A3F']	3	2	1
6908	['AEY', 'OBG']	3	2	2
6909	['JMQ', 'AGV']	3	2	2
6910	['G7J']	3	1	1
6911	['G82']	3	3	1
6912	['A5B']	3	1	1
6913	['G6F']	3	1	1
6914	['AHK']	3	1	1
6915	['AGR']	3	2	1
6916	['D2D']	3	2	1
6917	['G7M']	3	2	1
6918	['G81']	3	3	1
6919	['AI2']	3	2	1
6920	['D25']	3	1	1
6921	['A3C']	3	2	1
6922	['6Z6']	3	3	1
6923	['6LG']	3	1	1
6924	['GY6']	3	3	1
6925	['BGN', '9CD']	3	2	2
6926	['9ZE', 'HKY']	3	2	2
6927	['G93']	3	2	1
6928	['6KW']	3	1	1
6929	['A4C']	3	2	1
6930	['26B']	3	1	1
6931	['GY9', 'KU4']	3	3	2
6932	['25U']	3	2	1
6933	['HA7']	3	1	1
6934	['A4G']	3	1	1
6935	['6LF']	3	3	1
6936	['G9L']	3	2	1
6937	['HA3']	3	2	1
6938	['6XS']	3	2	1
6939	['KN9']	3	1	1
6940	['GAS']	3	2	1
6941	['KNI']	3	3	1
6942	['GBQ']	3	3	1
6943	['GCY']	3	2	1
6944	['6JO']	3	1	1
6945	['6KG']	3	1	1
6946	['6JM']	3	1	1
6947	['6XG']	3	1	1
6948	['GD9']	3	3	1
6949	['AFJ']	3	1	1
6950	['GW1']	3	2	1
6951	['A1L']	3	3	1
6952	['8NG']	3	1	1
6953	['6T2']	3	2	1
6954	['L3J']	3	1	1
6955	['GDV']	3	2	1
6956	['EV8']	3	1	1
6957	['CPK']	3	1	1
6958	['757']	3	1	1
6959	['GEW']	3	2	1
6960	['GZL']	3	2	1
6961	['6NJ', 'L12']	3	2	2
6962	['CPW']	3	2	1
6963	['8PK']	3	3	1
6964	['GF4']	3	2	1
6965	['A99']	3	2	1
6966	['GIA']	3	1	1
6967	['9HO']	3	1	1
6968	['A9G']	3	3	1
6969	['CVP']	3	1	1
6970	['ALU']	3	1	1
6971	['29E']	3	2	1
6972	['GKY']	3	1	1
6973	['E1G']	3	1	1
6974	['72V']	3	2	1
6975	['293']	3	1	1
6976	['9XE', 'DY2']	3	2	2
6977	['291']	3	1	1
6978	['E8B']	3	1	1
6979	['28Y']	3	1	1
6980	['EV1']	3	2	1
6981	['1QT']	3	1	1
6982	['C2A', 'HM3']	3	2	2
6983	['75C']	3	3	1
6984	['9GA']	3	1	1
6985	['EVW']	3	1	1
6986	['H0S']	3	1	1
6987	['EVZ']	3	1	1
6988	['FHM']	3	3	1
6989	['1S7']	3	3	1
6990	['EZK']	3	1	1
6991	['8NN']	3	1	1
6992	['1R8']	3	1	1
6993	['7D9']	3	1	1
6994	['EZV']	3	2	1
6995	['1QE']	3	2	1
6996	['74W']	3	1	1
6997	['8NU']	3	2	1
6998	['J27']	3	1	1
6999	['1Q2']	3	1	1
7000	['8OQ']	3	3	1
7001	['GHJ']	3	1	1
7002	['C23']	3	1	1
7003	['EYC']	3	2	1
7004	['E0G']	3	2	1
7005	['EVD', 'EVE']	3	2	2
7006	['L3M']	3	1	1
7007	['AAH']	3	2	1
7008	['FNM']	3	2	1
7009	['ES2']	3	2	1
7010	['1QU']	3	1	1
7011	['EV3']	3	1	1
7012	['E89']	3	2	1
7013	['2PC', '273']	3	2	2
7014	['GK2']	3	1	1
7015	['6VB']	3	1	1
7016	['7EP']	3	2	1
7017	['GI8']	3	1	1
7018	['9Z9']	3	3	1
7019	['8UR']	3	1	1
7020	['KT7']	3	1	1
7021	['8UO']	3	1	1
7022	['O0D', 'D1L']	3	2	2
7023	['G1M', 'GFH']	3	3	2
7024	['9YD']	3	1	1
7025	['G1N', 'JTY']	3	2	2
7026	['G1R']	3	1	1
7027	['KTL']	3	2	1
7028	['G30']	3	1	1
7029	['L3A']	3	2	1
7030	['9SR']	3	3	1
7031	['IF6', '6S6']	3	3	2
7032	['G51']	3	1	1
7033	['8UC']	3	1	1
7034	['2A7', 'S76', '341']	3	3	3
7035	['8UF']	3	1	1
7036	['8UL']	3	1	1
7037	['G57']	3	1	1
7038	['G59']	3	1	1
7039	['H5Z', 'H5Q', 'H5T']	3	3	3
7040	['KTV']	3	1	1
7041	['E8V']	3	1	1
7042	['27L']	3	2	1
7043	['SDA', '6OR']	3	2	2
7044	['GIQ']	3	3	1
7045	['GMJ']	3	1	1
7046	['8MA']	3	1	1
7047	['EV7']	3	1	1
7048	['7EH']	3	2	1
7049	['GM4']	3	1	1
7050	['H24']	3	2	1
7051	['KPT']	3	3	1
7052	['H27']	3	2	1
7053	['8LM']	3	1	1
7054	['FO9']	3	2	1
7055	['8LX']	3	2	1
7056	['73K']	3	2	1
7057	['6QB']	3	3	1
7058	['8V2']	3	1	1
7059	['8M4']	3	1	1
7060	['27N']	3	2	1
7061	['29J']	3	2	1
7062	['9W2']	3	1	1
7063	['E8D']	3	1	1
7064	['E8E']	3	1	1
7065	['KP1', 'PBL']	3	2	2
7066	['8UU']	3	1	1
7067	['GJQ']	3	1	1
7068	['6OG']	3	2	1
7069	['9YM']	3	2	1
7070	['KPS']	3	1	1
7071	['G2A', 'ECB']	3	2	2
7072	['AH7']	3	1	1
7073	['9R0']	3	2	1
7074	['JGT']	3	1	1
7075	['SXO', 'SOO']	3	3	2
7076	['D54']	3	1	1
7077	['76E']	3	2	1
7078	['HIE']	3	1	1
7079	['B4D']	3	1	1
7080	['JOV']	3	1	1
7081	['AS4']	3	3	1
7082	['9R2']	3	1	1
7083	['9MT']	3	1	1
7084	['DD6']	3	2	1
7085	['HJA']	3	2	1
7086	['DEG']	3	2	1
7087	['JLG']	3	1	1
7088	['ST1']	3	2	1
7089	['8EF', '8EO']	3	3	2
7090	['8EL']	3	3	1
7091	['DWT']	3	2	1
7092	['8EN']	3	2	1
7093	['DWS']	3	1	1
7094	['2O8']	3	2	1
7095	['8ES']	3	2	1
7096	['STC']	3	1	1
7097	['DB6']	3	2	1
7098	['HJX']	3	2	1
7099	['CKA']	3	1	1
7100	['9R3']	3	2	1
7101	['JRJ']	3	2	1
7102	['CBU']	3	2	1
7103	['HDI']	3	1	1
7104	['2LL']	3	3	1
7105	['2LK']	3	1	1
7106	['2LI']	3	1	1
7107	['DCJ']	3	1	1
7108	['HDC']	3	1	1
7109	['HLN']	3	2	1
7110	['SXM']	3	3	1
7111	['8A3']	3	1	1
7112	['B6M']	3	3	1
7113	['JGG']	3	2	1
7114	['2L0']	3	1	1
7115	['SXX']	3	2	1
7116	['8A6']	3	1	1
7117	['HFZ']	3	1	1
7118	['B6L']	3	1	1
7119	['8AO']	3	1	1
7120	['DZL']	3	1	1
7121	['8AU']	3	1	1
7122	['ARR']	3	2	1
7123	['8B0']	3	1	1
7124	['B6B']	3	1	1
7125	['6A8']	3	1	1
7126	['HJN']	3	1	1
7127	['BBI']	3	2	1
7128	['HJM']	3	3	1
7129	['CK4']	3	2	1
7130	['9O0', '89V']	3	2	2
7131	['BCS']	3	1	1
7132	['TBY']	3	2	1
7133	['2F1']	3	1	1
7134	['CMJ']	3	3	1
7135	['K2S']	3	1	1
7136	['HHG']	3	2	1
7137	['JO2']	3	1	1
7138	['T9N']	3	2	1
7139	['T9T']	3	2	1
7140	['TA6']	3	3	1
7141	['DXR']	3	2	1
7142	['CMT']	3	2	1
7143	['K2Q']	3	1	1
7144	['TYA']	3	2	1
7145	['TDT']	3	1	1
7146	['DU3']	3	1	1
7147	['CN3']	3	2	1
7148	['BMX']	3	2	1
7149	['TCK']	3	3	1
7150	['6EV']	3	1	1
7151	['JP5', 'JOK']	3	2	2
7152	['767']	3	1	1
7153	['6AT']	3	3	1
7154	['HHS']	3	2	1
7155	['B4O']	3	1	1
7156	['HHV']	3	1	1
7157	['JWW']	3	1	1
7158	['HKI']	3	2	1
7159	['JPJ']	3	2	1
7160	['TWB']	3	2	1
7161	['B5D']	3	1	1
7162	['DWP']	3	1	1
7163	['DB5']	3	2	1
7164	['I2I', 'HGN']	3	2	2
7165	['8JG']	3	1	1
7166	['TB1']	3	1	1
7167	['DFA']	3	1	1
7168	['TB7']	3	1	1
7169	['TVP']	3	1	1
7170	['B5A']	3	2	1
7171	['BBR']	3	2	1
7172	['TBD']	3	1	1
7173	['HKL']	3	3	1
7174	['TUX']	3	2	1
7175	['JZN']	3	1	1
7176	['VJJ', '7MZ']	3	3	2
7177	['BBV']	3	1	1
7178	['763', '77Q', '769']	3	3	3
7179	['DC5']	3	1	1
7180	['69H', 'VT4']	3	2	2
7181	['CAE']	3	2	1
7182	['TCZ']	3	1	1
7183	['JU1', 'JUD']	3	2	2
7184	['0OJ']	3	2	1
7185	['0OL', '3VW']	3	2	2
7186	['B38']	3	1	1
7187	['B35']	3	1	1
7188	['83R']	3	1	1
7189	['U05']	3	3	1
7190	['D65']	3	2	1
7191	['HQQ']	3	1	1
7192	['HRN']	3	1	1
7193	['B76']	3	1	1
7194	['DUQ']	3	1	1
7195	['0ON', '68B']	3	2	2
7196	['HCD']	3	2	1
7197	['HRE']	3	2	1
7198	['CE8']	3	2	1
7199	['HS2']	3	1	1
7200	['TTC']	3	3	1
7201	['TTG']	3	3	1
7202	['8GD']	3	2	1
7203	['B2']	3	1	1
7204	['JWN']	3	2	1
7205	['HRC']	3	3	1
7206	['DIQ']	3	3	1
7207	['0MO']	3	2	1
7208	['TPY']	3	3	1
7209	['TPX']	3	3	1
7210	['DU2']	3	1	1
7211	['HSQ']	3	3	1
7212	['D6P', 'DG6']	3	2	2
7213	['B28']	3	1	1
7214	['0K9']	3	1	1
7215	['DVE']	3	1	1
7216	['DU4']	3	1	1
7217	['TR1']	3	2	1
7218	['0M9']	3	1	1
7219	['JXS']	3	1	1
7220	['JQZ']	3	3	1
7221	['B2J']	3	2	1
7222	['CE2']	3	2	1
7223	['CDT']	3	2	1
7224	['827', 'JIA']	3	2	2
7225	['K0S']	3	1	1
7226	['K1A']	3	2	1
7227	['DW1']	3	2	1
7228	['K14', 'K2A']	3	3	2
7229	['CDN']	3	3	1
7230	['6B7']	3	2	1
7231	['DVH']	3	1	1
7232	['B3H']	3	3	1
7233	['6T9']	3	2	1
7234	['HQB']	3	1	1
7235	['78U']	3	1	1
7236	['DSU']	3	3	1
7237	['TZL']	3	3	1
7238	['AQ9']	3	2	1
7239	['JWA']	3	1	1
7240	['2MH']	3	1	1
7241	['YX1', 'STZ']	3	2	2
7242	['DWG']	3	1	1
7243	['JWD']	3	1	1
7244	['CB9']	3	3	1
7245	['CEG']	3	2	1
7246	['9QJ']	3	1	1
7247	['SUF']	3	2	1
7248	['ASR']	3	1	1
7249	['HEV']	3	3	1
7250	['9KS', 'OHP']	3	3	2
7251	['2ML']	3	1	1
7252	['CC6']	3	1	1
7253	['2N5']	3	2	1
7254	['HDQ']	3	1	1
7255	['U22']	3	1	1
7256	['JG8']	3	1	1
7257	['0LY']	3	2	1
7258	['BCH']	3	2	1
7259	['82I']	3	2	1
7260	['DDU']	3	2	1
7261	['9MW', 'M17']	3	3	2
7262	['C9G']	3	1	1
7263	['JHP']	3	3	1
7264	['829']	3	1	1
7265	['B3U', 'HIC']	3	2	2
7266	['HE8']	3	1	1
7267	['HE7']	3	1	1
7268	['AR9']	3	1	1
7269	['6CC']	3	1	1
7270	['HE1', 'NHP']	3	3	2
7271	['JVY']	3	1	1
7272	['P87', '6C9']	3	2	2
7273	['8IG']	3	1	1
7274	['JH5']	3	1	1
7275	['HFS']	3	2	1
7276	['BC2']	3	2	1
7277	['TS5']	3	3	1
7278	['KS2', 'B1N', 'B1W']	3	3	3
7279	['TSC']	3	2	1
7280	['8JC', '8OV']	3	3	2
7281	['0ND']	3	1	1
7282	['0NB']	3	1	1
7283	['SVE']	3	3	1
7284	['BC3']	3	1	1
7285	['SVN']	3	2	1
7286	['C82', 'YIE']	3	2	2
7287	['8GQ']	3	2	1
7288	['SWF']	3	2	1
7289	['TXP']	3	3	1
7290	['BN1']	3	1	1
7291	['AQN']	3	3	1
7292	['DF4']	3	2	1
7293	['JEV']	3	2	1
7294	['F4P']	3	1	1
7295	['III']	3	1	1
7296	['CTL', 'NDH']	3	2	2
7297	['TEJ']	3	3	1
7298	['K2D', 'F53']	3	3	2
7299	['6D4']	3	1	1
7300	['THS']	3	1	1
7301	['7XR']	3	2	1
7302	['AXV']	3	1	1
7303	['7RA', 'RMB', 'P2P']	3	3	3
7304	['7R9']	3	2	1
7305	['CIX']	3	2	1
7306	['6D1']	3	1	1
7307	['33B']	3	3	1
7308	['IMK']	3	1	1
7309	['33G']	3	1	1
7310	['7Y4']	3	1	1
7311	['IYT']	3	1	1
7312	['F7N']	3	2	1
7313	['DR6']	3	1	1
7314	['7RO']	3	3	1
7315	['7KT']	3	1	1
7316	['DPC']	3	2	1
7317	['IL2']	3	2	1
7318	['6EZ']	3	1	1
7319	['CHC']	3	2	1
7320	['IB']	3	3	1
7321	['HNE']	3	2	1
7322	['BLB']	3	3	1
7323	['HBZ', 'F68', 'NBX']	3	3	3
7324	['AZ2']	3	2	1
7325	['F6A']	3	2	1
7326	['BAH']	3	3	1
7327	['THV']	3	2	1
7328	['DLU']	3	3	1
7329	['IAP']	3	2	1
7330	['9PG']	3	2	1
7331	['9AK', '2ZO']	3	2	2
7332	['7LO']	3	1	1
7333	['B89']	3	1	1
7334	['7LP']	3	3	1
7335	['2ZF']	3	2	1
7336	['DH9']	3	2	1
7337	['BMK']	3	2	1
